,Company,Market_Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,Unnamed: 16,norm_name,match,match_score,comp_name,WikidataID,Des,Logo,employees_count,Market_Value_class,Revenue_class,Profits_class,Assets_class,Rank_class
0,ICBC,311.014,165.338,43.6694,4210.927,1.0,Financials,Major_Banks,Asia,China,China,,Hui Yi,http://www.forbes.com/companies/icbc/,0.01037049562,0.2641219804,,icbc,,0,,,,nan,,high,high,high,high,low
1,China_Construction_Bank,261.166,143.202,37.2031,3631.583,2.0,Financials,Major_Banks,Asia,China,China,,Guo Tian,http://www.forbes.com/companies/china-construction-bank/,0.01024432045,0.2597945559,,china construction bank,china construction bank,1,china construction bank,http://www.wikidata.org/entity/Q26299,bank in the People's Republic of China,https://upload.wikimedia.org/wikipedia/commons/e/e6/China_Construction_Bank_logo.svg,369183.0,high,high,high,high,low
2,JPMorgan_Chase,387.668,118.18,26.496,2609.785,3.0,Financials,Major_Banks,North America,United_States,New York,New York,Jamie Dimon,http://www.forbes.com/companies/jpmorgan-chase/,0.01015256046,0.2242003723,,jpmorgan chase,jpmorgan chase,1,jpmorgan chase,http://www.wikidata.org/entity/Q192314,American multinational banking and financial services holding company,https://upload.wikimedia.org/wikipedia/commons/0/07/J_P_Morgan_Chase_Logo_2008_1.svg,256100.0,high,high,high,high,low
3,Berkshire_Hathaway,491.888,235.165,39.742,702.651,4.0,Financials,Investment_Services,North America,United_States,Nebraska,Nebraska,Warren Buffett,http://www.forbes.com/companies/berkshire-hathaway/,0.05656008459,0.1689962367,,berkshire hathaway,berkshire hathaway,1,berkshire hathaway,http://www.wikidata.org/entity/Q217583,American multinational conglomerate holding company,https://upload.wikimedia.org/wikipedia/commons/6/6e/Berkshire-Hathaway-Logo.svg,361270.0,high,high,high,high,low
4,Agricultural_Bank_of_China,184.125,129.345,29.6387,3439.314,5.0,Financials,Regional_Banks,Asia,China,China,,Mu Zhou,http://www.forbes.com/companies/agricultural-bank-of-china/,0.008617619676,0.2291445359,,agricultural bank of china,bank of china,0,bank of china,http://www.wikidata.org/entity/Q790068,state-owned bank in China,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bank_of_China_Holdings_Logo.svg,310042.0,high,high,high,high,low
5,Bank_of_America,313.51,102.978,20.294,2328.478,6.0,Financials,Major_Banks,North America,United_States,North Carolina,North Carolina,Brian Moynihan,http://www.forbes.com/companies/bank-of-america/,0.008715564416,0.1970712191,,bank of america,bank of america,1,bank of america,http://www.wikidata.org/entity/Q487907,American multinational banking and financial services corporation,https://upload.wikimedia.org/wikipedia/commons/6/6e/Bank_america_logo18.png,204000.0,high,high,high,high,low
6,Wells_Fargo,265.328,102.063,21.693,1915.388,7.0,Financials,Major_Banks,North America,United_States,California,California,Timothy Sloan,http://www.forbes.com/companies/wells-fargo/,0.01132564264,0.2125451927,,wells fargo,wells fargo,1,wells fargo,http://www.wikidata.org/entity/Q744149,American multinational banking and financial services company,https://upload.wikimedia.org/wikipedia/commons/a/a1/Wells_Fargo_Logo_%282020%29.png,150500.0,high,high,high,high,low
7,Apple,926.946,247.535,53.318,367.502,8.0,Information Technology,Computer_Hardware,North America,United_States,California,California,Tim Cook,http://www.forbes.com/companies/apple/,0.1450822036,0.2153958026,,apple,ppl,0,ppl,http://www.wikidata.org/entity/Q2044512,American energy company,https://upload.wikimedia.org/wikipedia/commons/9/9c/Pennsylvania_Power_and_Light_logo.svg,0.0,high,high,high,high,low
8,Bank_of_China,158.628,118.15,26.3535,3204.207,9.0,Financials,Major_Banks,Asia,China,China,,Si Chen,http://www.forbes.com/companies/bank-of-china/,0.008224655898,0.2230512061,,bank of china,bank of china,1,bank of china,http://www.wikidata.org/entity/Q790068,state-owned bank in China,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bank_of_China_Holdings_Logo.svg,310042.0,high,high,high,high,low
9,Ping_An_Insurance_Group,181.411,141.623,13.8884,1066.373,10.0,Financials,Diversified_Insurance,Asia,China,China,,Ming Ma,http://www.forbes.com/companies/ping-an-insurance/,0.01302396066,0.09806599211,,ping an insurance group,ping an insurance,0,ping an insurance,http://www.wikidata.org/entity/Q1256188,Chinese insurance company,https://upload.wikimedia.org/wikipedia/commons/8/85/Ping_An_Logo.svg,190000.0,high,high,high,high,low
10,Royal_Dutch_Shell,306.459,321.766,15.159,410.719,11.0,Energy,Oil_&_Gas_Operations,Europe,Netherlands,Netherlands,,Bernardus Margriet van Beurden,http://www.forbes.com/companies/royal-dutch-shell/,0.03690844592,0.04711187633,,royal dutch shell,royal dutch shell,1,royal dutch shell,http://www.wikidata.org/entity/Q154950,Anglo-Dutch oil company,https://upload.wikimedia.org/wikipedia/commons/e/e3/Shell_wordmark_2019.svg,83000.0,high,high,high,high,low
11,Toyota_Motor,200.682,265.165,22.5022,473.044,12.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Asia,Japan,Japan,,Takeshi Uchiyamada,http://www.forbes.com/companies/toyota-motor/,0.0475689365,0.08486112421,,toyota motor,tata motors,0,tata motors,http://www.wikidata.org/entity/Q188514,Indian multinational automotive manufacturing company,https://upload.wikimedia.org/wikipedia/commons/c/c1/Tata_Motors.svg,27948.0,high,high,high,high,low
12,ExxonMobil,344.126,230.055,20.35,348.826,13.0,Energy,Oil_&_Gas_Operations,North America,United_States,Texas,Texas,Darren Woods,http://www.forbes.com/companies/exxon-mobil/,0.05833854128,0.08845710808,,exxonmobil,exxonmobil,1,exxonmobil,http://www.wikidata.org/entity/Q156238,American multinational oil and gas corporation,https://upload.wikimedia.org/wikipedia/commons/1/18/Exxon_Mobil_Logo.svg,74900.0,high,high,high,high,low
13,Samsung_Electronics,325.865,224.644,40.9941,293.154,14.0,Information Technology,Semiconductors,Asia,South_Korea,South Korea,,Hyun-Suk Kim,http://www.forbes.com/companies/samsung-electronics/,0.1398381056,0.1824847314,,samsung electronics,samsung electronics,1,samsung electronics,http://www.wikidata.org/entity/Q20718,South Korean multinational electronics company,https://upload.wikimedia.org/wikipedia/commons/b/b4/Samsung_wordmark.svg,392305.0,high,high,high,high,low
14,AT&T,198.293,159.219,30.643,446.343,15.0,Telecommunication Services,Telecommunications_services,North America,United_States,Texas,Texas,Randall Stephenson,http://www.forbes.com/companies/att/,0.0686534795,0.1924581865,,at&t,at&t,1,at&t,http://www.wikidata.org/entity/Q35476,American multinational conglomerate,https://upload.wikimedia.org/wikipedia/commons/0/0e/AT%26T_logo_2016.svg,251500.0,high,high,high,high,low
15,Volkswagen_Group,101.428,271.951,13.1235,531.393,16.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Europe,Germany,Germany,,Dongjin Koh,http://www.forbes.com/companies/volkswagen-group/,0.02469641113,0.0482568551,,volkswagen group,volkswagen group,1,volkswagen group,http://www.wikidata.org/entity/Q156578,automotive manufacturing conglomerate,https://upload.wikimedia.org/wikipedia/commons/9/90/VWAG-Logo.svg,513642.0,high,high,high,high,low
16,HSBC_Holdings,200.293,63.169,10.7503,2652.123,17.0,Financials,Major_Banks,Europe,United_Kingdom,United Kingdom,,John Flint,http://www.forbes.com/companies/hsbc-holdings/,0.004053469617,0.1701831595,,hsbc holdings,tbs holdings,0,tbs holdings,http://www.wikidata.org/entity/Q605233,Japanese holding company,https://upload.wikimedia.org/wikipedia/commons/1/14/Tokyo_Broadcasting_System_logo_2020.svg,0.0,high,high,high,high,low
17,Verizon_Communications,200.893,127.992,31.196,264.516,18.0,Telecommunication Services,Telecommunications_services,North America,United_States,New York,New York,Lowell McAdam,http://www.forbes.com/companies/verizon-communications/,0.1179361551,0.2437339834,,verizon communications,redline communications,0,redline communications,http://www.wikidata.org/entity/Q22908207,Canadian information technology company,https://upload.wikimedia.org/wikipedia/commons/3/3d/Redline_Communications_logo.svg,0.0,high,high,high,high,low
18,BNP_Paribas,93.581,117.774,8.5012,2353.87,19.0,Financials,Major_Banks,Europe,France,France,,Jean-Laurent BonnafÃ©,http://www.forbes.com/companies/bnp-paribas/,0.003611584327,0.07218231528,,bnp paribas,bnp paribas,1,bnp paribas,http://www.wikidata.org/entity/Q499707,French bank and financial services company,https://upload.wikimedia.org/wikipedia/commons/3/34/Logo_BNP_Paribas_2016.svg,192000.0,high,high,high,high,low
19,Microsoft,750.649,103.313,14.211,245.497,20.0,Information Technology,Software_&_Programming,North America,United_States,Washington,Washington,Satya Nadella,http://www.forbes.com/companies/microsoft/,0.05788665442,0.1375528733,,microsoft,microsoft,1,microsoft,http://www.wikidata.org/entity/Q2283,American multinational technology corporation,https://upload.wikimedia.org/wikipedia/commons/9/92/Microsoft_logo_%282012%29.svg,144000.0,high,high,high,high,low
20,Chevron,248.119,139.397,10.151,256.442,21.0,Energy,Oil_&_Gas_Operations,North America,United_States,California,California,Michael Wirth,http://www.forbes.com/companies/chevron/,0.0395839995,0.07282079241,,chevron,enron,0,enron,http://www.wikidata.org/entity/Q327646,company,https://upload.wikimedia.org/wikipedia/commons/3/3f/Logo_de_Enron.svg,20600.0,high,high,high,high,low
21,Allianz,100.405,122.549,7.6733,1128.585,22.0,Financials,Diversified_Insurance,Europe,Germany,Germany,,Oliver BÃ¤te,http://www.forbes.com/companies/allianz/,0.006799044822,0.06261413802,,allianz,allianz se,0,allianz se,http://www.wikidata.org/entity/Q487292,European multinational insurance and financial services corporation,https://upload.wikimedia.org/wikipedia/commons/4/4b/Allianz.svg,140253.0,high,high,high,high,low
22,Alphabet,766.35,117.884,16.637,206.935,23.0,Information Technology,Computer_Services,North America,United_States,California,California,Lawrence Page,http://www.forbes.com/companies/alphabet/,0.08039722618,0.1411302636,,alphabet,alphabet inc.,0,alphabet inc.,http://www.wikidata.org/entity/Q20800404,American holding company and parent company of Google,https://upload.wikimedia.org/wikipedia/commons/7/7a/Alphabet_Inc_Logo_2015.svg,118899.0,high,high,high,high,low
23,Walmart,246.178,500.343,9.862,204.522,24.0,Consumer Discretionary,Discount_Stores,North America,United_States,Arkansas,Arkansas,C. McMillon,http://www.forbes.com/companies/walmart/,0.04821975142,0.01971047861,,walmart,walmart,1,walmart,http://www.wikidata.org/entity/Q483551,U.S. discount retailer based in Arkansas,https://upload.wikimedia.org/wikipedia/commons/c/ca/Walmart_logo.svg,2500000.0,high,high,high,high,low
24,China_Mobile,192.632,109.493,16.882,233.74,25.0,Telecommunication Services,Telecommunications_services,Asia,Hong_Kong,Hong Kong,,Yue PhD,http://www.forbes.com/companies/china-mobile/,0.07222554976,0.1541833725,,china mobile,haima automobile,0,haima automobile,http://www.wikidata.org/entity/Q1397713,Chinese automotive manufacturing company,https://upload.wikimedia.org/wikipedia/commons/f/fd/%E5%8D%97%E4%BA%AC%E5%8D%A1%E5%AD%90%E9%97%A8%E5%A4%A7%E8%A1%97%E6%B5%B7%E9%A9%AC%E6%B1%BD%E8%BD%A6_-_panoramio.jpg,0.0,high,high,high,high,low
25,Total,168.012,155.776,8.3911,257.022,26.0,Energy,Oil_&_Gas_Operations,Europe,France,France,,Patrick PouyannÃ©,http://www.forbes.com/companies/total/,0.03264739983,0.05386644926,,total,toyota,0,toyota,http://www.wikidata.org/entity/Q53268,Japanese automotive brand manufacturer,https://upload.wikimedia.org/wikipedia/commons/9/9d/Toyota_carlogo.svg,359542.0,high,high,high,high,low
26,Sinopec,138.569,326.585,8.0357,249.937,27.0,Energy,Oil_&_Gas_Operations,Asia,China,China,,Dong Zhao,http://www.forbes.com/companies/sinopec/,0.03215090203,0.02460523294,,sinopec,inpex,0,inpex,http://www.wikidata.org/entity/Q1654229,,https://upload.wikimedia.org/wikipedia/commons/4/42/Inpex_logo.svg,0.0,high,high,high,high,low
27,UnitedHealth_Group,228.983,207.624,11.222,155.569,28.0,Health Care,Managed_Health_Care,North America,United_States,Minnesota,Minnesota,David Wichmann,http://www.forbes.com/companies/unitedhealth-group/,0.07213519403,0.05404962817,,unitedhealth group,unitedhealth group,1,unitedhealth group,http://www.wikidata.org/entity/Q2103926,for profit health care company,https://upload.wikimedia.org/wikipedia/commons/4/46/UnitedHealth_Group%2C_Inc._logo.png,58000.0,high,high,high,mid,low
28,Daimler,85.678,193.217,11.7936,323.196,29.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Europe,Germany,Germany,,Dieter Zetsche,http://www.forbes.com/companies/daimler/,0.03649055063,0.06103810741,,daimler,daimler ag,0,daimler ag,http://www.wikidata.org/entity/Q27530,german automotive manufacturer,https://upload.wikimedia.org/wikipedia/commons/f/f9/DaimlerLogo.svg,282488.0,high,high,high,high,low
29,PetroChina,220.199,282.393,4.138,381.121,30.0,Energy,Oil_&_Gas_Operations,Asia,China,China,,Yi Wang,http://www.forbes.com/companies/petrochina/,0.01085744422,0.01465333772,,petrochina,pegatron,0,pegatron,http://www.wikidata.org/entity/Q4046573,Taiwanese electronic company,https://upload.wikimedia.org/wikipedia/commons/b/b6/Pegatron_logo.svg,0.0,high,high,high,high,low
30,Banco_Santander,106.323,56.068,7.9536,1769.144,31.0,Financials,Major_Banks,Europe,Spain,Spain,,JosÃ© Ãlvarez,http://www.forbes.com/companies/banco-santander/,0.00449573353,0.1418563173,,banco santander,banco santander,1,banco santander,http://www.wikidata.org/entity/Q806215,Spanish multinational bank,https://upload.wikimedia.org/wikipedia/commons/b/b8/Banco_Santander_Logotipo.svg,194000.0,high,high,high,high,low
31,China_Merchants_Bank,112.449,49.936,11.0236,993.732,32.0,Financials,Regional_Banks,Asia,China,China,,Hui Tian,http://www.forbes.com/companies/china-merchants-bank/,0.01109313175,0.2207545658,,china merchants bank,shinhan bank,0,shinhan bank,http://www.wikidata.org/entity/Q487230,company,https://upload.wikimedia.org/wikipedia/commons/6/6c/Shinhan_Bank_logo.png,0.0,high,high,high,high,low
32,AXA_Group,64.058,149.895,6.745,1029.142,33.0,Financials,Diversified_Insurance,Europe,France,France,,Thomas Buberl,http://www.forbes.com/companies/axa-group/,0.006554003238,0.04499816538,,axa group,saab group,0,saab group,http://www.wikidata.org/entity/Q219501,aerospace and defense manufacturer,https://upload.wikimedia.org/wikipedia/commons/d/d9/Saab_wordmark_blue.svg,13757.0,high,high,high,high,low
33,Comcast,146.792,86.854,23.266,190.876,34.0,Consumer Discretionary,Broadcasting_&_Cable,North America,United_States,Pennsylvania,Pennsylvania,Brian Roberts,http://www.forbes.com/companies/comcast/,0.1218906515,0.2678748244,,comcast,comcast,1,comcast,http://www.wikidata.org/entity/Q1113804,American mass media company,https://upload.wikimedia.org/wikipedia/commons/a/a3/Comcast_Logo.svg,0.0,high,high,high,mid,low
34,China_Life_Insurance,104.055,97.129,5.967,474.155,35.0,Financials,Life_&_Health_Insurance,Asia,China,China,,Ping Miao,http://www.forbes.com/companies/china-life-insurance/,0.01258449241,0.06143376335,,china life insurance,china pacific insurance,0,china pacific insurance,http://www.wikidata.org/entity/Q1003813,insurance company in Mainland China,https://upload.wikimedia.org/wikipedia/commons/8/84/China_Pacific_Insurance_logo.png,0.0,high,high,high,high,low
35,BP,152.567,251.939,4.319,275.287,36.0,Energy,Oil_&_Gas_Operations,Europe,United_Kingdom,United Kingdom,,Robert Dudley,http://www.forbes.com/companies/bp/,0.01568908085,0.01714303859,,bp,bp,1,bp,http://www.wikidata.org/entity/Q152057,British multinational oil and gas company,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bp_textlogo.svg,73000.0,high,high,high,high,low
36,Mitsubishi_UFJ_Financial,86.166,51.76,8.9441,2774.219,37.0,Financials,Major_Banks,Asia,Japan,Japan,,Nobuyuki Hirano,http://www.forbes.com/companies/mitsubishi-ufj-financial/,0.003224006468,0.172799459,,mitsubishi ufj financial,mitsubishi ufj financial group,0,mitsubishi ufj financial group,http://www.wikidata.org/entity/Q1542175,Japanese bank holding and financial services company,https://upload.wikimedia.org/wikipedia/commons/b/b2/Mitsubishi_UFJ_Financial_Group.svg,104900.0,high,high,high,high,low
37,Bank_of_Communications,66.642,59.05,10.729,1472.867,38.0,Financials,Major_Banks,Asia,China,China,,Shu Song,http://www.forbes.com/companies/bank-of-communications/,0.007284432335,0.1816934801,,bank of communications,bank of communications,1,bank of communications,http://www.wikidata.org/entity/Q806680,bank in China,https://upload.wikimedia.org/wikipedia/commons/a/a4/Bank_of_Communications_Logo.svg,0.0,high,high,high,high,low
38,Softbank,84.919,82.636,9.1766,293.187,39.0,Telecommunication Services,Telecommunications_services,Asia,Japan,Japan,,Masayoshi Son,http://www.forbes.com/companies/softbank/,0.03129947781,0.1110484535,,softbank,softbank,1,softbank,http://www.wikidata.org/entity/Q2214105,Japanese telecommunications provider,https://upload.wikimedia.org/wikipedia/commons/4/40/Softbank_mobile_logo.svg,6700.0,high,high,high,high,low
39,BMW_Group,72.348,114.435,10.2394,241.324,40.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Europe,Germany,Germany,,Harald KrÃ¼ger,http://www.forbes.com/companies/bmw-group/,0.04243009398,0.08947786953,,bmw group,bmv group,0,bmv group,http://www.wikidata.org/entity/Q21010032,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Grupo_BMV.png,0.0,high,high,high,high,low
40,Anheuser-Busch_InBev,184.307,56.361,7.9078,248.635,41.0,Consumer Staples,Beverages,Europe,Belgium,Belgium,,Carlos de,http://www.forbes.com/companies/anheuser-busch-inbev/,0.03180485451,0.1403062401,,anheuser busch inbev,anheuser busch inbev,1,anheuser busch inbev,http://www.wikidata.org/entity/Q128738,Belgian-Brazilian multinational beverage and brewing company,https://upload.wikimedia.org/wikipedia/commons/c/cf/Anheuser-Busch_InBev_text_logo.svg,180000.0,high,high,high,high,low
41,Royal_Bank_of_Canada,113.418,40.491,8.8372,1040.286,42.0,Financials,Major_Banks,North America,Canada,Canada,,David McKay,http://www.forbes.com/companies/royal-bank-of-canada/,0.008494971575,0.2182509694,,royal bank of canada,national bank of canada,0,national bank of canada,http://www.wikidata.org/entity/Q634298,commercial bank located in Canada,https://upload.wikimedia.org/wikipedia/commons/3/3e/National_Bank_Of_Canada.svg,0.0,high,high,high,high,low
42,Gazprom,57.835,112.226,12.2459,316.803,43.0,Energy,Oil_&_Gas_Operations,Asia,Russia,Russia,,Alexei Miller,http://www.forbes.com/companies/gazprom/,0.03865462133,0.1091182079,,gazprom,gopro,0,gopro,http://www.wikidata.org/entity/Q733482,American technology company,https://upload.wikimedia.org/wikipedia/commons/6/67/GoPro_logo_light.svg,963.0,high,high,high,high,low
43,Pfizer,207.66,52.673,21.748,164.612,44.0,Health Care,Pharmaceuticals,North America,United_States,New York,New York,Ian Read,http://www.forbes.com/companies/pfizer/,0.1321167351,0.4128870579,,pfizer,pfizer,1,pfizer,http://www.wikidata.org/entity/Q206921,American multinational pharmaceutical corporation,https://upload.wikimedia.org/wikipedia/commons/f/f3/Pfizer_%282021%29.svg,88300.0,high,high,high,mid,low
44,ItaÃº_Unibanco_Holding,87.033,62.31,7.548,437.6,45.0,Financials,Regional_Banks,South America,Brazil,Brazil,,Candido Bracher,http://www.forbes.com/companies/itau-unibanco-holding/,0.01724862888,0.1211362542,,itaãº unibanco holding,getin holding,0,getin holding,http://www.wikidata.org/entity/Q578661,public company,https://upload.wikimedia.org/wikipedia/commons/e/e2/Getin_holding_Logo.svg,0.0,high,high,high,high,low
45,Nippon_Telegraph_&_Tel,96.119,104.808,7.7407,191.106,46.0,Telecommunication Services,Telecommunications_services,Asia,Japan,Japan,,Pedro Salles,http://www.forbes.com/companies/nippon-tel-tel/,0.04050474606,0.07385600336,,nippon telegraph & tel,nippon telegraph and telephone,0,nippon telegraph and telephone,http://www.wikidata.org/entity/Q1054787,Japanese telecommunication company,https://upload.wikimedia.org/wikipedia/commons/9/91/Nippon_Telegraph_and_Telephone_logo.svg,0.0,high,high,high,mid,low
46,Sberbank,86.311,46.326,13.4486,470.933,47.0,Financials,Regional_Banks,Asia,Russia,Russia,,Herman Gref,http://www.forbes.com/companies/sberbank/,0.02855735317,0.2903035013,,sberbank,oberbank,0,oberbank,http://www.wikidata.org/entity/Q2009139,Austrian banking company,https://upload.wikimedia.org/wikipedia/commons/8/8a/Oberbank_Logo.svg,2025.0,high,high,high,high,low
47,Nestle,237.278,91.227,7.2979,133.792,48.0,Consumer Staples,Food_Processing,Europe,Switzerland,Switzerland,,Ulf Schneider,http://www.forbes.com/companies/nestle/,0.05454660966,0.07999714997,,nestle,neste,0,neste,http://www.wikidata.org/entity/Q616376,Finnish oil refining and marketing company,https://upload.wikimedia.org/wikipedia/commons/f/fe/Neste_logo.png,5030.0,high,high,high,mid,low
48,Intel,254.762,64.031,11.091,128.596,49.0,Information Technology,Semiconductors,North America,United_States,California,California,Brian Krzanich,http://www.forbes.com/companies/intel/,0.0862468506,0.173212975,,intel,intel,1,intel,http://www.wikidata.org/entity/Q248,American semiconductor chip manufacturer,https://upload.wikimedia.org/wikipedia/commons/b/ba/Intel_logo_%282020%2C_dark_blue%29.svg,110800.0,high,high,high,mid,low
49,Morgan_Stanley,97.718,45.587,6.892,858.495,50.0,Financials,Investment_Services,North America,United_States,New York,New York,James Gorman,http://www.forbes.com/companies/morgan-stanley/,0.008028002493,0.1511834514,,morgan stanley,morgan stanley,1,morgan stanley,http://www.wikidata.org/entity/Q334204,U.S investment bank,https://upload.wikimedia.org/wikipedia/commons/7/7e/Morgan_Stanley_Logo.svg,0.0,high,high,high,high,low
50,Siemens,112.503,94.469,7.1398,163.376,51.0,Industrials,Conglomerates,Europe,Germany,Germany,,Joe Kaeser,http://www.forbes.com/companies/siemens/,0.04370164528,0.07557823201,,siemens,siemens,1,siemens,http://www.wikidata.org/entity/Q81230,German multinational conglomerate,https://upload.wikimedia.org/wikipedia/commons/3/3c/Siemens_AG_logo.svg,372000.0,high,high,high,mid,low
51,Boeing,199.511,95.798,9.216,113.549,52.0,Industrials,Aerospace_&_Defense,North America,United_States,Illinois,Illinois,Leanne Caret,http://www.forbes.com/companies/boeing/,0.08116319827,0.09620242594,,boeing,boeing,1,boeing,http://www.wikidata.org/entity/Q66,aerospace and defense manufacturer in the United States,https://upload.wikimedia.org/wikipedia/commons/4/4f/Boeing_full_logo.svg,153000.0,high,high,high,mid,low
52,Amazon.com,777.775,193.194,3.938,126.362,53.0,Consumer Discretionary,Internet_&_Catalog_Retail,North America,United_States,Washington,Washington,Jeffrey Bezos,http://www.forbes.com/companies/amazon/,0.03116443235,0.02038365581,,amazon.com,amazon,0,amazon,http://www.wikidata.org/entity/Q3884,American electronic commerce and cloud computing company,https://upload.wikimedia.org/wikipedia/commons/a/a9/Amazon_logo.svg,1298000.0,high,high,high,mid,low
53,TD_Bank_Group,107.762,35.741,7.9182,1028.093,54.0,Financials,Major_Banks,North America,Canada,Canada,,Bharat Masrani,http://www.forbes.com/companies/td-bank-group/,0.007701832422,0.2215438852,,td bank group,mtn group,0,mtn group,http://www.wikidata.org/entity/Q1813361,multinational telecommunications company based in South Africa,https://upload.wikimedia.org/wikipedia/commons/d/dd/MTN_logo.png,0.0,high,high,high,high,low
54,Procter_&_Gamble,184.496,66.408,10.074,124.369,55.0,Consumer Staples,Household/Personal_Care,North America,United_States,Ohio,Ohio,David Taylor,http://www.forbes.com/companies/procter-gamble/,0.08100089251,0.1516985905,,procter & gamble,procter & gamble,1,procter & gamble,http://www.wikidata.org/entity/Q212405,American multinational consumer goods company,https://upload.wikimedia.org/wikipedia/commons/a/ab/Procter_%26_Gamble_logo.svg,105000.0,high,high,high,mid,low
55,ING_Group,62.21,56.579,5.5325,1016.136,56.0,Financials,Major_Banks,Europe,Netherlands,Netherlands,,Ralph Hamers,http://www.forbes.com/companies/ing-group/,0.005444645205,0.09778362997,,ing group,ing group,1,ing group,http://www.wikidata.org/entity/Q645708,Dutch multinational banking and financial services corporation,https://upload.wikimedia.org/wikipedia/commons/4/49/ING_Group_N.V._Logo.svg,115218.0,high,high,high,high,low
56,Postal_Savings_Bank_Of_China,55.33,56.103,7.6336,1466.597,56.0,Financials,Major_Banks,Asia,China,China,,Yue Chen,http://www.forbes.com/companies/postal-savings-bank-of-china/,0.005204974509,0.1360640251,,postal savings bank of china,state bank of india,0,state bank of india,http://www.wikidata.org/entity/Q1340361,Indian public sector bank and financial services organisation,https://upload.wikimedia.org/wikipedia/commons/d/d4/SBI_new_logo.svg,209567.0,high,high,high,high,low
57,Honda_Motor,58.905,138.598,9.558,181.938,58.0,Consumer Discretionary,Auto_&_Truck_Manufacturers,Asia,Japan,Japan,,Takahiro Hachigo,http://www.forbes.com/companies/honda-motor/,0.05253437984,0.06896203408,,honda motor,foton motor,0,foton motor,http://www.wikidata.org/entity/Q814825,"Vehicle manufacturing company based in Changping, Beijing, China",https://upload.wikimedia.org/wikipedia/commons/f/fa/Foton_Motor_logo.svg,0.0,high,high,high,mid,low
58,Sumitomo_Mitsui_Financial,58.292,49.131,7.2232,1847.732,59.0,Financials,Major_Banks,Asia,Japan,Japan,,Takeshi Kunibe,http://www.forbes.com/companies/sumitomo-mitsui-financial/,0.003909224931,0.1470191936,,sumitomo mitsui financial,sumitomo mitsui financial group,0,sumitomo mitsui financial group,http://www.wikidata.org/entity/Q2094989,Japanese bank,https://upload.wikimedia.org/wikipedia/commons/9/9e/Sumitomo_Mitsui_Financial_Group_logo.svg,0.0,high,high,high,high,low
59,Goldman_Sachs_Group,91.755,43.69,4.863,973.535,60.0,Financials,Investment_Services,North America,United_States,New York,New York,Lloyd Blankfein,http://www.forbes.com/companies/goldman-sachs-group/,0.004995197913,0.1113069352,,goldman sachs group,goldman sachs,0,goldman sachs,http://www.wikidata.org/entity/Q193326,U.S. investment bank,https://upload.wikimedia.org/wikipedia/commons/6/61/Goldman_Sachs.svg,34200.0,high,high,high,high,low
60,Intesa_Sanpaolo,63.06,42.522,8.252,956.871,61.0,Financials,Regional_Banks,Europe,Italy,Italy,,Carlo Messina,http://www.forbes.com/companies/intesa-sanpaolo/,0.008623941994,0.1940642491,,intesa sanpaolo,,0,,,,nan,,high,high,high,high,low
61,Industrial_Bank,53.522,47.951,8.7562,1023.094,62.0,Financials,Major_Banks,Asia,China,China,,Jian Gao,http://www.forbes.com/companies/industrial-bank/,0.008558548872,0.1826072449,,industrial bank,industrial alliance,0,industrial alliance,http://www.wikidata.org/entity/Q10862318,Insurance and wealth management company,https://upload.wikimedia.org/wikipedia/commons/3/3d/Logo_iA_Groupe_financier_-_Industrielle_Alliance.png,0.0,high,high,high,high,low
62,Novartis,202.983,50.261,8.06,135.526,63.0,Health Care,Pharmaceuticals,Europe,Switzerland,Switzerland,,Vasant Narasimhan,http://www.forbes.com/companies/novartis/,0.05947198324,0.1603629056,,novartis,novartis,1,novartis,http://www.wikidata.org/entity/Q507154,Swiss multinational pharmaceutical company,https://upload.wikimedia.org/wikipedia/commons/6/68/Novartis-Logo.svg,119418.0,high,high,high,mid,low
63,Glencore_International,75.479,205.384,5.7578,135.593,64.0,Materials,Diversified_Metals_&_Mining,Europe,Switzerland,Switzerland,,Ivan Glasenberg,http://www.forbes.com/companies/glencore-international/,0.042463844,0.02803431621,,glencore international,wesco international,0,wesco international,http://www.wikidata.org/entity/Q7949044,holding company,https://upload.wikimedia.org/wikipedia/commons/7/70/Wesco_International_logo.svg,0.0,high,high,high,mid,low
64,Banco_Bradesco,61.34,76.5,4.6777,370.504,65.0,Financials,Regional_Banks,South America,Brazil,Brazil,,OctÃ¡vio Lazari Jr.,http://www.forbes.com/companies/banco-bradesco/,0.01262523482,0.06114640523,,banco bradesco,bradesco,0,bradesco,http://www.wikidata.org/entity/Q806181,Brazilian banking institution,https://upload.wikimedia.org/wikipedia/commons/9/9e/Banco_Bradesco_logo_%28horizontal%29.png,0.0,high,high,high,high,low
